,Subject,Message
201,Ham,"re : fw : first deliveries - comstock oil & gas and hesco gathering company daren , is it okay to enter a wellhead deal in april for a purchase from hesco at meter # 9885 priced at gas daily less $ 0 . 14 with a volume of 1 , 100 / d ? bob - - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 04 / 17 / 2001 09 : 55 am - - - - - - - - - - - - - - - - - - - - - - - - - - - enron north america corp . from : robert cotten 04 / 16 / 2001 04 : 13 pm to : vance l taylor / enron @ enronxgate @ enron cc : julie meyers / hou / ect @ ect , lisa hesse / hou / ect @ ect , cynthia hakemack / hou / ect @ ect , donald p reinhardt / enron @ enronxgate @ enron , susan smith / enron @ enronxgate @ enron , melissa graves / enron @ enronxgate @ enron subject : re : fw : first deliveries - comstock oil & gas and hesco gathering company vance , deal tickets have been created and entered in sitara as noted below . deal # 652448 was entered by risk as a term purchase at a price of ifhsc less $ 0 . 14 . you have indicated the price to be gas daily less $ 0 . 14 . which price is correct ? bob from : vance l taylor / enron @ enronxgate on 04 / 03 / 2001 05 : 40 pm to : robert cotten / hou / ect @ ect cc : julie meyers / hou / ect @ ect , lisa hesse / hou / ect @ ect , cynthia hakemack / hou / ect @ ect , donald p reinhardt / enron @ enronxgate , susan smith / enron @ enronxgate , melissa graves / enron @ enronxgate subject : fw : first deliveries - comstock oil & gas and hesco gathering company bob , the following production is now on - line and a ticket should be created and entered into sitara based on the following : counterparty meter volumes deal # price period global no . comstock oil cernosek , clem ; consemiu , donna ; cook , robert ; camp , howard ; hesse , lisa ; hlavaty , nathan ; wayne e lightfoot / hou / ect @ enron ; mckay , james ; smith , mary ; schneider , steve hpl ; melissa graves / hou / ect @ enron ; walters , michael ; zivley , jill ; johnson , mary jo ; wynne , rita ; allen , lauri ; jones , cheryl ; hansen , reid ; giron , darron ; winfree , o ' neal ; susan smith / hou / ect @ enron ; bryan , gary ; hanks , gary ; donald p reinhardt / hou / ect @ enron ; vance l taylor / hou / ect @ enron ; baumbach , david ; cotten , robert ; riley , brian ; austin , jeff ; hakemack , cynthia ; kenne , dawn ; csikos , lisa ; fosdick , j r ; rodriguez , carlos ; gomes , stephanie ; clynes , pat ; acton , tom ; walker , robert ; weissman , george ; harris , joanne ; sweeney , christy ; tisdale , earl ; farmer , daren subject : first deliveries - comstock oil & gas and hesco gathering company see attached letters"
202,Ham,"new hire dinner rsvps don ' t forget to let me know if you are interested in attending the new hire dinner at 6 pm on thursday , april 26 th ! it will be held at oritalia at the westin hotel . please indicate your meal selection ( meat - - beef , or veggie - - pasta ) . i will need to submit final entree numbers thursday morning . thanks , grace x 8321"
203,Spam,"gino , who do u want to win ? the secret on how porn stars grew big dicks ! the answer is here . turn off notifications here . wv international exports ltd st . nathaniel # 4780 belize city , belize"
204,Spam,"unbelievable new homes for the usa ! it ' s a beautiful day today homeowner you have been pre - approved for a $ 431 , 221 home loan at a 3 . 29 fixed rate . this offer is being extended to you unconditionally and your credit is in no way a factor . to take advantage of this limited time opportunity all we ask is that you visit our website and complete the 1 minute post approval form have a good day , shemika kelly"
205,Ham,"URL: http://scriptingnews.userland.com/backissues/2002/09/24#When:3:59:56PM
Date: Tue, 24 Sep 2002 22:59:56 GMTBruce Loebrich[1] has scraped RSS feeds for Google news, and a RSS 2.0 success 
story. In other words, it's okay to use the features in 2.0. We're doing it at 
UserLand and so is Bruce.[1] http://radio.weblogs.com/0104308/2002/09/24.html
"
206,Spam,"discover the new winning sexual erection pills ! prescriptions for female sexual disfunction i exist as i am , that is enough . the covers of this book are too far apart . a person ' s a person , no matter how small . a young man is embarrassed to question an older one ."
207,Ham,"interview schedule for greg mikkelson attached please find the interview packet for the above - referenced person . the interview will happen tuesday , july 11 , 2000 . print all three documents for your hard copies . if you have any questions , or conflicts of schedule , please do not hesitate to contact me . liz alvarado 58983"
208,Ham,"
----- Original Message ----- 
From: ""Gary Lawrence Murphy"" > 
>     f> What about a situation where you don't directly ask/talk to the
>     f> bot, but they listen in and advise/correct/interject/etc?
> 
> Do you do that?  Do you hear two people at the next table say ""I'm
> going to Seattle tomorrow"" and you just /have/ to lean over and
> interject compulsively to tell them what you know about Seattle's
> weather?Have you ever worked with Kragen?
"
209,Spam,empty
210,Ham,"chess - endgame ( fwd ) thanks to everyone who responded concerning the names for chess . apparently both are acceptable . for the royal game i found a reference in the britanica , and sara friedman cited another one from stefan zweig . for the game of kings there were also literary references , and wide familiarity , so this usage is correct as well . uri bruck bruck @ actcom . co . il"
211,Spam,"free portable dvd player offer valid only to residents of the united states who are at least 18 years old . you need to complete our offer eligibility requirements to qualify for your free gift . trademarks , service marks , logos , and / or domain names are the property of their respective owners , who have no association with or make any endorsement of the products or services provided by lookdog . com . to unsubscribe from future lookdog . com promotions and offers please submit an online request using the link below . you may also send a written request to : 3250 w . big beaver road , suite 144 , troy , mi , 48084 . click here to unsubscribe . please refer all questions , opinions or additional feedback to : service dept 9420 reseda blvd # 133 northridge , ca 91324"
212,Ham,today ' s floor meeting you may get a few pointed questions about today ' s article about lay ' s potential severance of $ 80 mm . vance meyer from pr was saying they ' ve been briefing executives who ' re having floor meetings and i told him you and lavo were having one later today too . - r
213,Spam,"urgent mr . johnson obipacific bank plc , 9 th floor , ikoyi estatevictoria island , lagos . i am mr . johnson obi , provincial director pacificbank of nigeria , victoria island branch . i haveurgent and very confidential business proposition foryou . on june 6 , 2002 , an american oil consultant / contractorwith the nigeria mining corporation , mr . michaelcreek made a numbered time ( fixed ) deposit fortwelve calendar months , valued at us $ 20 , 200 , 000 . 00 ( twenty million two hundred thousand dollars ) in mybranch . uponmaturity , i sent a routine notification to hisforwarding address but got no reply . after a month , we sent a reminder and finally we discovered from hiscontract employers , the nigeria miningcorporation that mr . michael creek died from anautomobile accident . on further investigation , i foundout that he died without making a will , and allattempts to trace his next of kin was fruitless . i therefore made further investigation and discoveredthat mr . michael creek did not declare any kin orrelations in all his official documents , including hisbank deposit paperwork in my bank . this sum ofus $ 20 , 200 , 000 . 00 is still sitting in my bank and theinterest is being rolled over with the principal sumat the end of each year . no one will ever comeforward to claim it . according to nigeria law , at the expiration of 5 ( five ) years , the money willrevert to the ownership of the nigeria governmentif nobody applies to claim the fund . consequently , my proposal is that i will like you tostand in as the next of kin to mr . michael creek sothat the fruits of this old man ' s labor will not getinto the hands of some corrupt government officials . this is simple , i will like you to provide immediatelyyour full names and address so that the attorney willprepare the necessary documents and affidavits whichwill put you in place as the next of kin . we shallemploy the service of two attorneys for drafting andnotarization of the will and to obtain the necessarydocuments and letter of probate / administration in yourfavor for the transfer . a bank account in any part ofthe world which you will provide will then facilitatethe transfer of this money to you as thebeneficiary / next of kin . the money will be paid intoyour account for us to share in the ratio of 60 % forme and 40 % for you . there is no risk at all as all the paperwork for thistransaction will be done by the attorney and myposition as the branch manager guarantees thesuccessful execution of this transaction . if you areinterested , please reply immediately via the privateemail address below . . upon your response , i shall thenprovide you with more details and relevant documentsthat will help you understand the transaction . please observe utmost confidentiality , and restassured that this transaction would be most profitablefor both of us because i shall require your assistanceto invest my share in your country . sincerelyjohnson obi - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - encuentra tu casa r?pida y c?modamente . miles de viviendas te est?n esperando en http : / / www . portae . com"
